provision_id,instrument,instrument_year,provision_type,chapter,section_or_rule,title,topic,summary,relevance_to_ayurveda,relevance_to_traditional_knowledge,relevance_to_biodiversity,relevance_to_patentability,source_url,source_reference,verification_status,notes
IN-PR-19A,Patents Rules,2003,Rule,3,Rule 19A,Indian International Searching Authority,General Administration,Provision relating to indian international searching authority.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-19a,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-19B,Patents Rules,2003,Rule,3,Rule 19B,International search report,General Administration,Provision relating to international search report.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-19b,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-19C,Patents Rules,2003,Rule,3,Rule 19C,Time limit for establishing international search report,General Administration,Provision relating to time limit for establishing international search report.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-19c,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-19D,Patents Rules,2003,Rule,3,Rule 19D,Transmittal of the International Search Report and written opinion,General Administration,Provision relating to transmittal of the international search report and written opinion.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-19d,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-19E,Patents Rules,2003,Rule,3,Rule 19E,Confidential treatment,General Administration,Provision relating to confidential treatment.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-19e,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-19F,Patents Rules,2003,Rule,3,Rule 19F,Indian International Preliminary Examining Authority,General Administration,Provision relating to indian international preliminary examining authority.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-19f,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-19G,Patents Rules,2003,Rule,3,Rule 19G,Period for making a demand,General Administration,Provision relating to period for making a demand.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-19g,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-19H,Patents Rules,2003,Rule,3,Rule 19H,Fees payable to Examining Authority,General Administration,Provision relating to fees payable to examining authority.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-19h,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-19I,Patents Rules,2003,Rule,3,Rule 19I,Manner of making a demand,General Administration,Provision relating to manner of making a demand.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-19i,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-19J,Patents Rules,2003,Rule,3,Rule 19J,Processing of demands for International preliminary examination,Patent Prosecution,Provision relating to processing of demands for international preliminary examination.,None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-19j,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-19K,Patents Rules,2003,Rule,3,Rule 19K,International Preliminary Examination Report,Patent Prosecution,Provision relating to international preliminary examination report.,None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-19k,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-19L,Patents Rules,2003,Rule,3,Rule 19L,Period for establishing international preliminary examination report and its transmission,Patent Prosecution,Provision relating to period for establishing international preliminary examination report and its transmission.,None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-19l,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-19M,Patents Rules,2003,Rule,3,Rule 19M,Transmittal of the International Preliminary Examination Report,Patent Prosecution,Provision relating to transmittal of the international preliminary examination report.,None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-19m,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-19N,Patents Rules,2003,Rule,3,Rule 19N,Conditions for and extent of refund,General Administration,Provision relating to conditions for and extent of refund.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-19n,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-20,Patents Rules,2003,Rule,3,Rule 20,International applications designating or designating and electing India,international/PCT applications,Details the procedures and timelines for entering the national phase in India for an international application filed under the Patent Cooperation Treaty (PCT).,Low,Low,Low,Medium,https://ipindia.gov.in/acts/patent-rules-2003/rule-20,IP-IN-RULES-2003,Verified via Official Index,Critical for opposing PCT applications entering India.
IN-PR-21,Patents Rules,2003,Rule,3,Rule 21,Filing of priority document,General Administration,Provision relating to filing of priority document.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-21,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-22,Patents Rules,2003,Rule,3,Rule 22,Effect of non-compliance with certain requirements,General Administration,Provision relating to effect of non-compliance with certain requirements.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-22,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-23,Patents Rules,2003,Rule,3,Rule 23,"The requirements under this Chapter to be supplemental of the regulations, etc., under the Treaty",General Administration,"Provision relating to the requirements under this chapter to be supplemental of the regulations, etc., under the treaty.",None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-23,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-24,Patents Rules,2003,Rule,4,Rule 24,Publication of application,General Administration,Provision relating to publication of application.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-24,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-24A,Patents Rules,2003,Rule,4,Rule 24A,Request for publication,General Administration,Provision relating to request for publication.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-24a,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-24B,Patents Rules,2003,Rule,4,Rule 24B,Examination of application,Patent Prosecution,Provision relating to examination of application.,None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-24b,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-24C,Patents Rules,2003,Rule,4,Rule 24C,Expedited examination of applications,Patent Prosecution,Provision relating to expedited examination of applications.,None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-24c,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-25,Patents Rules,2003,Rule,4,Rule 25,Identification of published applications,General Administration,Provision relating to identification of published applications.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-25,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-26,Patents Rules,2003,Rule,4,Rule 26,Request for withdrawal,General Administration,Provision relating to request for withdrawal.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-26,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-27,Patents Rules,2003,Rule,4,Rule 27,Inspection and supply of published documents,General Administration,Provision relating to inspection and supply of published documents.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-27,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-28,Patents Rules,2003,Rule,4,Rule 28,Procedure in case of anticipation by prior publication,Traditional Knowledge,Provision relating to procedure in case of anticipation by prior publication.,None,High,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-28,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-28A,Patents Rules,2003,Rule,4,Rule 28A,Procedure in relation to consideration of report of examiner under section 14,General Administration,Provision relating to procedure in relation to consideration of report of examiner under section 14.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-28a,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-29,Patents Rules,2003,Rule,4,Rule 29,Procedure in case of anticipation by prior claiming,Traditional Knowledge,Provision relating to procedure in case of anticipation by prior claiming.,None,High,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-29,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-29A,Patents Rules,2003,Rule,4,Rule 29A,Grace period,General Administration,Provision relating to grace period.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-29a,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-30,Patents Rules,2003,Rule,4,Rule 30,Amendment of the complete specification in case of anticipation,Patent Prosecution,Provision relating to amendment of the complete specification in case of anticipation.,None,High,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-30,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-31,Patents Rules,2003,Rule,4,Rule 31,Form of reference to another specification,Patent Prosecution,Provision relating to form of reference to another specification.,None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-31,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-32,Patents Rules,2003,Rule,4,Rule 32,Procedure in case of potential infringement,General Administration,Provision relating to procedure in case of potential infringement.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-32,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-33,Patents Rules,2003,Rule,4,Rule 33,Form of reference to another patent,General Administration,Provision relating to form of reference to another patent.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-33,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-34,Patents Rules,2003,Rule,4,Rule 34,Manner in which a claim under section 20(1) shall be made,General Administration,Provision relating to manner in which a claim under section 20(1) shall be made.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-34,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-35,Patents Rules,2003,Rule,4,Rule 35,Manner in which a request may be made under section 20(4),General Administration,Provision relating to manner in which a request may be made under section 20(4).,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-35,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-36,Patents Rules,2003,Rule,4,Rule 36,Manner of application under section 20(5),General Administration,Provision relating to manner of application under section 20(5).,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-36,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-37,Patents Rules,2003,Rule,4,Rule 37,Numbering of applications on the grant of patent,Patent Prosecution,Provision relating to numbering of applications on the grant of patent.,None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-37,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-38,Patents Rules,2003,Rule,4,Rule 38,[Omitted],,Omitted provision.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-38,IP-IN-RULES-2003,Verified via Official Index,Omitted provision.
IN-PR-Rule39-54,Patents Rules,2003,Rule,5,Rule39-54,[Omitted],,Omitted provision.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule39-54,IP-IN-RULES-2003,Verified via Official Index,Omitted provision.
IN-PR-55,Patents Rules,2003,Rule,6,Rule 55,Opposition to the patent,opposition,Procedure for pre-grant opposition under section 25(1). Representation for opposition must be filed at the appropriate office with a statement and evidence.,Medium,Medium,Medium,Low,https://ipindia.gov.in/acts/patent-rules-2003/rule-55,IP-IN-RULES-2003,Verified via Official Index,Governs the actual process CSIR/TKDL would use to submit evidence against an application.
IN-PR-55A,Patents Rules,2003,Rule,6,Rule 55A,Filing of notice of opposition,opposition,"The procedure for filing a notice of opposition to a granted patent under section 25(2), to be made in Form 7 and sent to the Controller in duplicate.",Medium,Medium,Medium,Low,https://ipindia.gov.in/acts/patent-rules-2003/rule-55a,IP-IN-RULES-2003,Verified via Official Index,Procedural rule for submitting a post-grant opposition.
IN-PR-56,Patents Rules,2003,Rule,6,Rule 56,Constitution of Opposition Board and its proceeding,Patent Prosecution,Provision relating to constitution of opposition board and its proceeding.,None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-56,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-57,Patents Rules,2003,Rule,6,Rule 57,Filing of written statement of opposition and evidence,Patent Prosecution,Provision relating to filing of written statement of opposition and evidence.,None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-57,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-58,Patents Rules,2003,Rule,6,Rule 58,Filing of reply statement and evidence,General Administration,Provision relating to filing of reply statement and evidence.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-58,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-59,Patents Rules,2003,Rule,6,Rule 59,Filing of reply evidence by opponent,General Administration,Provision relating to filing of reply evidence by opponent.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-59,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-60,Patents Rules,2003,Rule,6,Rule 60,Further evidence to be left with the leave of the Controller,General Administration,Provision relating to further evidence to be left with the leave of the controller.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-60,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-61,Patents Rules,2003,Rule,6,Rule 61,Copies of documents to be supplied,General Administration,Provision relating to copies of documents to be supplied.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-61,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-62,Patents Rules,2003,Rule,6,Rule 62,Hearing,General Administration,Provision relating to hearing.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-62,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-63,Patents Rules,2003,Rule,6,Rule 63,Determination of costs,General Administration,Provision relating to determination of costs.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-63,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-63A,Patents Rules,2003,Rule,6,Rule 63A,Request made under section 26(1),General Administration,Provision relating to request made under section 26(1).,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-63a,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-64,Patents Rules,2003,Rule,6,Rule 64-65,[Omitted],,Omitted provision.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-65-65,IP-IN-RULES-2003,Verified via Official Index,Omitted provision.
IN-PR-66,Patents Rules,2003,Rule,6,Rule 66,Form of making a request under section 28(2),General Administration,Provision relating to form of making a request under section 28(2).,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-66,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-67,Patents Rules,2003,Rule,6,Rule 67,Form of making a claim under section 28(3),General Administration,Provision relating to form of making a claim under section 28(3).,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-67,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-68,Patents Rules,2003,Rule,6,Rule 68,Form of application to be made under section 28(7),General Administration,Provision relating to form of application to be made under section 28(7).,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-68,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-69,Patents Rules,2003,Rule,6,Rule 69,Procedure for the hearing of claim or application under section 28,General Administration,Provision relating to procedure for the hearing of claim or application under section 28.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-69,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-70,Patents Rules,2003,Rule,6,Rule 70,Mention of inventor,General Administration,Provision relating to mention of inventor.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-70,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-70A,Patents Rules,2003,Rule,6,Rule 70A,Certificate of inventorship,General Administration,Provision relating to certificate of inventorship.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-70a,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-71,Patents Rules,2003,Rule,7,Rule 71,Permission for making patent application outside India under section 39,General Administration,Provision relating to permission for making patent application outside india under section 39.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-71,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-72,Patents Rules,2003,Rule,7,Rule 72,Communication of result of reconsideration under section 36(2),General Administration,Provision relating to communication of result of reconsideration under section 36(2).,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-72,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-73,Patents Rules,2003,Rule,8,Rule 73,[Omitted],,Omitted provision.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-73,IP-IN-RULES-2003,Verified via Official Index,Omitted provision.
IN-PR-74,Patents Rules,2003,Rule,8,Rule 74,Form of patent,General Administration,Provision relating to form of patent.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-74,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-74A,Patents Rules,2003,Rule,8,Rule 74A,Inspection of documents related to grant of patent,Patent Prosecution,Provision relating to inspection of documents related to grant of patent.,None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-74a,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-75,Patents Rules,2003,Rule,8,Rule 75,Amendment of patent under section,General Administration,Provision relating to amendment of patent under section.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-75,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-76,Patents Rules,2003,Rule,8,Rule 76,Manner of applying for direction under section 51(1),General Administration,Provision relating to manner of applying for direction under section 51(1).,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-76,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-77,Patents Rules,2003,Rule,8,Rule 77,Manner of application under section 51(2),General Administration,Provision relating to manner of application under section 51(2).,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-77,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-78,Patents Rules,2003,Rule,8,Rule 78,Procedure for the hearing of proceedings under section 51,General Administration,Provision relating to procedure for the hearing of proceedings under section 51.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-78,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-79,Patents Rules,2003,Rule,8,Rule 79,Request under section 52(2),General Administration,Provision relating to request under section 52(2).,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-79,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-80,Patents Rules,2003,Rule,8,Rule 80,Renewal fees under section 53,General Administration,Provision relating to renewal fees under section 53.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-80,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-81,Patents Rules,2003,Rule,9,Rule 81,"Amendment of application, specification or any document relating thereto",Patent Prosecution,"Provision relating to amendment of application, specification or any document relating thereto.",None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-81,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-82,Patents Rules,2003,Rule,9,Rule 82,"Preparation of amended specifications, etc.",Patent Prosecution,"Provision relating to preparation of amended specifications, etc..",None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-82,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-83,Patents Rules,2003,Rule,9,Rule 83,Publication of the amendment allowed,General Administration,Provision relating to publication of the amendment allowed.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-83,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-84,Patents Rules,2003,Rule,10,Rule 84,Restoration of patents,General Administration,Provision relating to restoration of patents.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-84,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-85,Patents Rules,2003,Rule,10,Rule 85,Opposition to restoration under section 61,Patent Prosecution,Provision relating to opposition to restoration under section 61.,None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-85,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-86,Patents Rules,2003,Rule,10,Rule 86,Payment of unpaid renewal fees,General Administration,Provision relating to payment of unpaid renewal fees.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-86,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-87,Patents Rules,2003,Rule,11,Rule 87,Surrender of Patents,General Administration,Provision relating to surrender of patents.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-87,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-88,Patents Rules,2003,Rule,12,Rule 88,Register of patents under section 67,General Administration,Provision relating to register of patents under section 67.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-88,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-89,Patents Rules,2003,Rule,12,Rule 89,[Omitted],,Omitted provision.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-89,IP-IN-RULES-2003,Verified via Official Index,Omitted provision.
IN-PR-90,Patents Rules,2003,Rule,12,Rule 90,Registration of title and interest in patents,General Administration,Provision relating to registration of title and interest in patents.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-90,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-91,Patents Rules,2003,Rule,12,Rule 91,"Presentation of assignment, etc., of patent to Controller",General Administration,"Provision relating to presentation of assignment, etc., of patent to controller.",None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-91,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-92,Patents Rules,2003,Rule,12,Rule 92,Registration of title or interest in a patent,General Administration,Provision relating to registration of title or interest in a patent.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-92,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-93,Patents Rules,2003,Rule,12,Rule 93,Entry of Renewal fee,General Administration,Provision relating to entry of renewal fee.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-93,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-94,Patents Rules,2003,Rule,12,Rule 94,Alteration of address,General Administration,Provision relating to alteration of address.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-94,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-95,Patents Rules,2003,Rule,12,Rule 95,Inspection of register of patents under section 72 and fees payable therefor,General Administration,Provision relating to inspection of register of patents under section 72 and fees payable therefor.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-95,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-96,Patents Rules,2003,Rule,13,Rule 96,Application for compulsory licence etc.,General Administration,Provision relating to application for compulsory licence etc..,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-96,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-97,Patents Rules,2003,Rule,13,Rule 97,When a prima facie case is not made out,General Administration,Provision relating to when a prima facie case is not made out.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-97,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-98,Patents Rules,2003,Rule,13,Rule 98,Notice of opposition under section 87(2),Patent Prosecution,Provision relating to notice of opposition under section 87(2).,None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-98,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-99,Patents Rules,2003,Rule,13,Rule 99,Manner of publication of the revocation order,Patent Prosecution,Provision relating to manner of publication of the revocation order.,None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-99,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-100,Patents Rules,2003,Rule,13,Rule 100,Application under section 88(4),General Administration,Provision relating to application under section 88(4).,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-100,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-101,Patents Rules,2003,Rule,13,Rule 101,Procedure to be followed in case of applications under section 88(4),General Administration,Provision relating to procedure to be followed in case of applications under section 88(4).,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-101,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-102,Patents Rules,2003,Rule,13,Rule 102,Application for termination of compulsory licence under section 94,General Administration,Provision relating to application for termination of compulsory licence under section 94.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-102,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-103,Patents Rules,2003,Rule,14,Rule 103,Roll of scientific advisers,General Administration,Provision relating to roll of scientific advisers.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-103,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-103A,Patents Rules,2003,Rule,14,Rule 103A,Disqualifications for inclusion in the roll of scientific advisers,General Administration,Provision relating to disqualifications for inclusion in the roll of scientific advisers.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-103a,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-104,Patents Rules,2003,Rule,14,Rule 104,Manner of application for inclusion in the roll of scientific advisers,General Administration,Provision relating to manner of application for inclusion in the roll of scientific advisers.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-104,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-105,Patents Rules,2003,Rule,14,Rule 105,Inclusion of the name of any other person in the roll of scientific advisers,General Administration,Provision relating to inclusion of the name of any other person in the roll of scientific advisers.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-105,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-106,Patents Rules,2003,Rule,14,Rule 106,Power to relax,General Administration,Provision relating to power to relax.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-106,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-107,Patents Rules,2003,Rule,14,Rule 107,Removal of names from the roll of scientific advisers,General Administration,Provision relating to removal of names from the roll of scientific advisers.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-107,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-108,Patents Rules,2003,Rule,15,Rule 108,Particulars to be contained in the register of patent agents,General Administration,Provision relating to particulars to be contained in the register of patent agents.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-108,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-109,Patents Rules,2003,Rule,15,Rule 109,Application for registration of patent agents,General Administration,Provision relating to application for registration of patent agents.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-109,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-110,Patents Rules,2003,Rule,15,Rule 110,Particulars of the qualifying examination for patent agents,Patent Prosecution,Provision relating to particulars of the qualifying examination for patent agents.,None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-110,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-111,Patents Rules,2003,Rule,15,Rule 111,Registration of patent agents,General Administration,Provision relating to registration of patent agents.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-111,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-111A,Patents Rules,2003,Rule,15,Rule 111A,Issue of duplicate certificate of patent agents,General Administration,Provision relating to issue of duplicate certificate of patent agents.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-111a,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-112,Patents Rules,2003,Rule,15,Rule 112,Details to be included in an application for the registration of a patent agent,General Administration,Provision relating to details to be included in an application for the registration of a patent agent.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-112,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-113,Patents Rules,2003,Rule,15,Rule 113,Registration of patent agents under section 126(2),General Administration,Provision relating to registration of patent agents under section 126(2).,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-113,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-114,Patents Rules,2003,Rule,15,Rule 114,Disqualifications for registration as a patent agent,General Administration,Provision relating to disqualifications for registration as a patent agent.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-114,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-115,Patents Rules,2003,Rule,15,Rule 115,Payment of fees,General Administration,Provision relating to payment of fees.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-115,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-116,Patents Rules,2003,Rule,15,Rule 116,Removal of a name from the register of patent agents,General Administration,Provision relating to removal of a name from the register of patent agents.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-116,IP-IN-RULES-2003,Verified via Official Index,
